data_id,cocktail_img,cocktail_name,recipe,recipe_detail
149,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FziilUWfRQkuZ3fbnszjmOuTD0i0ppA3LjVSOLJUt%3Ft%3D1447392267000,미도리밀크,알콜 도수 9도/제조법 빌딩/글라스 온더락/주재료 미도리 = 45ml/부재료 우유 = 90ml,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 미도리, 우유로 채워준다.3. 바스푼으로 잘 저어준다.4. 레몬 장식을 한다."
150,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FNvqgWG31hWgE9M3sM2PzqC4DIIFHmJwPzuUK7gji%3Ft%3D1447392267000,미도리마티니,알콜 도수 10도/제조법 스터링/글라스 칵테일/주재료 진 : 미도리 : 드라이베르뭇 = 40ml : 15ml : 1dash,"/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 진, 미도리, 드라이베르뭇을  넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다.5. 라임 장식을 한다."
151,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fy4unZ8btBLAGSmb1jwlnO6R9gNr4UfTR7c9K4gnn%3Ft%3D1447392267000,미드나잇베리,알콜 도수 22도/제조법 쉐이킹/글라스 칵테일/주재료 보드카 : 블랙베리리큐르 : 커피리큐르 = 30ml : 30ml : 30ml,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 블랙베리리큐르, 커피리큐르를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 체리 장식을 한다."
152,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FGYZOd0a9pu9ynI4qrspbEz7KjgPoV5qibwx6eRbP%3Ft%3D1447392267000,맥스프레소마티니,알콜 도수 19도/제조법 쉐이킹/글라스 칵테일/주재료 데킬라골드 : 커피리큐르 = 40ml : 22ml/부재료 에스프레소 : 심플시럽 = 45ml : 10ml/장식 커피빈,"/만드는 법/1. 얼음을 채운 쉐이커에 테킬라골드, 커피리큐르, 에스프레소, 심플시럽을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
153,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FlCJYyHxq6WpSG8926Z3NGKVCPVO617nSdhlnSKxN%3Ft%3D1447392267000,메트로,알콜 도수 13도/제조법 쉐이킹/글라스 칵테일/주재료 브랜디 : 스위트베르뭇 : 앙고스트라비터 = 22ml : 22ml : 4dash/부재료 심플시럽 = 1 : 2tsp/장식 오렌지,"/만드는 법/1. 얼음을 채운 쉐이커에 브랜디, 스위트베르뭇, 앙고스트라비터, 심플시럽을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
154,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FQ2dcsdoiqeKIgmY4wxr57SqBbv1Eq9gLa9r6TeEu%3Ft%3D1447392267000,메란초리,알콜 도수 23도/제조법 쉐이킹/글라스 칵테일/주재료 아이리쉬위스키 : 미도리 : 옐로우샤르트르즈 : 앙고스트라비터 = 30ml : 15ml : 15ml : 1dash/장식 오렌지필,"/만드는 법/1. 얼음을 채운 쉐이커에 아이리쉬위스키, 미도리, 옐로우샤르트르즈, 앙고스트라비터를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
155,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fsb6Hl09vLYmWKQu0Y1RJAPrT2bwPcD7kuW6rsojD%3Ft%3D1447392267000,메디터레이니언사이드카,알콜 도수 20도/제조법 쉐이킹/글라스 칵테일/주재료 코냑 : 코인트루 = 30ml : 15ml/부재료 사워믹스 = 30ml/장식 오렌지,"/만드는 법/1. 얼음을 채운 쉐이커에 코냑, 코인트루, 사워믹스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
156,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FN8trLyZOnhKqwyJ4uGn5y8yMNfRdEOH7LFg2ii1G%3Ft%3D1447392267000,맨해튼코스모,알콜 도수 22도/제조법 쉐이킹/글라스 칵테일/주재료 버번위스키 : 라즈베리리큐르 = 40ml : 22ml/부재료 크렌베리주스 = 30ml/장식 허브,"/만드는 법/1. 얼음을 채운 쉐이커에 버번위스키, 라즈베리리큐르, 크렌베리주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
157,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FfbjAW3nZPfh3uZRyj2mwmXBXbynKqZYexq3L9LQE%3Ft%3D1447392267000,매니터,알콜 도수 24도/제조법 빌딩/글라스 온더락/주재료 화이트럼 = 45ml/부재료 그레나딘시럽 : 콜라 = 15ml : fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 화이트럼, 그레나딘시럽, 콜라로 채워준다.3. 바스푼으로 잘 저어준다.4. 사과 장식을 한다."
158,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FMU9ZiP25svekN08pjSVXFf9v31WSDY6jvAticm8z%3Ft%3D1447392267000,말리부콜라,분류 롱드링크/알콜 도수 11도/제조법 빌딩/글라스 하이볼/주재료 말리부 = 45ml/부재료 콜라 = fill/장식 라임,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 말리부, 콜라로 채워준다.3. 바스푼으로 잘 저어준다."
159,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FBdRFCATNO4P3fcmvJApUxraXgzz2mLuWFqqfKYL4%3Ft%3D1447392267000,맥베스,알콜 도수 14도/제조법 쉐이킹/글라스 칵테일/주재료 잭다니엘 : 아마레또 : 블루큐라소 = 30ml : 15ml : 15ml/부재료 스위트앤사워믹스 = 30ml,"/만드는 법/1. 얼음을 채운 쉐이커에 잭다니엘, 아마레또, 블루큐라소, 스위트앤사워믹스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 체리 장식을 한다."
160,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fs4Z7y5Vi3IxHHKdH3d5bgpvt28WTaTEWhIXGGqv0%3Ft%3D1447392267000,롱아이슬란드,분류 롱드링크/알콜 도수 24도/제조법 빌딩/글라스 하이볼/주재료 코냑 = 45ml/부재료 심플시럽 : 레몬주스 : 콜라 = 15ml : 30ml : fill/장식 라임,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 코냑, 심플시럽, 레몬주스, 콜라로 채워준다.3. 바스푼으로 잘 저어준다."
161,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FyDogefVjzpAXsrc6By3i5DjHAtU7qnb8OWsksfwb%3Ft%3D1447392267000,런던스타일,"분류 롱드링크/알콜 도수 11도/제조법 빌딩/글라스 하이볼/주재료 진 : 블루베리리큐르 = 30ml : 22ml/부재료 라임주스 : 토닉워터 = 15ml : fill/장식 레몬, 체리","/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 진, 블루베리리큐르, 라임주스, 토닉워터로 채워준다.3. 바스푼으로 잘 저어준다.4. 체리 장식을 한다."
162,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FH00Y5tiCxhxtvjuGdbUWnItjLLwqnhanMsuc535Q%3Ft%3D1447392267000,리몬히터,알콜 도수 28도/제조법 빌딩/글라스 온더락/주재료 데킬라실버 = 45ml/부재료 라임주스 : 타바스코소스 : 스프라이트 = 15ml : 3dash : fill/장식 라임,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 테킬라실버, 라임주스, 타바스코소스, 스프라이트로 채워준다.3. 바스푼으로 잘 저어준다."
163,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FNSm2ZLSi2HUyIgLt6KRPggS9Au8INSz1rfJzAuAy%3Ft%3D1447392267000,리몬아이스티,분류 롱드링크/알콜 도수 28도/제조법 빌딩/글라스 하이볼/주재료 바카디리몬 = 45ml/부재료 아이스티 = fill/장식 레몬,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 바카디리몬, 아이스티로 채워준다.3. 바스푼으로 잘 저어준다."
164,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FVFkBg42eofbC7SHTSyQkO6vBBaq3PG0YNogMcyEy%3Ft%3D1447392267000,라임스톤브리즈,분류 롱드링크/알콜 도수 24도/제조법 빌딩/글라스 하이볼/주재료 보드카 : 아마레또 = 40ml : 22ml/부재료 사과주스 = 120ml/장식 라임,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 보드카, 아마레또, 사과주스로 채워준다.3. 바스푼으로 잘 저어준다."
165,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FzoJdyeYsrXxHfToneGzvzSDnDYQFRgNcUZqyrLew%3Ft%3D1447392267000,래프트뱅크마티니,알콜 도수 20도/제조법 쉐이킹/글라스 칵테일/주재료 진 : 엘더플라워리큐르 : 화이트와인 = 30ml : 30ml : 30ml,"/만드는 법/1. 얼음을 채운 쉐이커에 진, 엘더플라워리큐르, 화이트와인을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 오렌지필 장식을 한다."
166,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fc0alpKF2DOEBP1ui4z82O1OYUIMgZQWkLPiAoeqh%3Ft%3D1447392267000,레브론레모네이드,알콜 도수 14도/제조법 빌딩/글라스 온더락/주재료 카차샤 = 60ml/부재료 라임주스 : 레몬에이드 = 15ml : fill/장식 라임,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 카차샤, 라임주스, 레몬에이드로 채워준다.3. 바스푼으로 잘 저어준다."
167,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FGkro2c3vugZCqwlUXI3LGWQ9jpctBn2zXwcvaPpf%3Ft%3D1447392267000,레브론브리즈,분류 롱드링크/알콜 도수 14도/제조법 빌딩/글라스 하이볼/주재료 카차샤 = 45ml/부재료 크렌베리주스 : 파인애플주스 = 60ml : fill/장식 오렌지슬라이스,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 카차샤, 크렌베리주스, 파인애플주스로 채워준다.3. 바스푼으로 잘 저어준다."
168,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FJX8ykZQj2gldOJ0rgWKYE4F00FB0oFZegdtZVQmE%3Ft%3D1447392267000,로운다트,분류 롱드링크/알콜 도수 26도/제조법 빌딩/글라스 하이볼/주재료 버번위스키 = 60ml/부재료 라임에이드 = fill/장식 라임웨지,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 버번위스키, 라임에이드로 채워준다.3. 바스푼으로 잘 저어준다."
169,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2F1udvlwIZBZn0jeBtgFSPKztdDYJEceL3Wbw4C8Cg%3Ft%3D1478838316000,레이드블랙레모네이드,알콜 도수 12도/제조법 쉐이킹/글라스 온더락/주재료 보드카 = 60ml/부재료 오렌지주스 : 레몬주스 : 설탕 = 60ml : 30ml : 1/2tsp/장식 오렌지슬라이스,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 오렌지주스, 레몬주스, 설탕을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
170,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FccCgxdKfDKsPv1CIDRVCRryyK5ZBzNzao80Un3lc%3Ft%3D1447392267000,모나리자,알콜 도수 16도/제조법 쉐이킹/글라스 칵테일/주재료 데킬라실버 = 30ml/부재료 파인애플주스 : 라임주스 : 타바스코 = 30ml : 22ml : 3dash/장식 레몬웨지,"/만드는 법/1. 얼음을 채운 쉐이커에 테킬라실버, 파인애플주스, 라임주스, 타바스코를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
171,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FXVKjyObI6PqkVQVUX4BFpvttZRw7N6UQsgSGW6ag%3Ft%3D1447392267000,로제트,분류 식전칵테일/알콜 도수 18도/제조법 빌딩/글라스 샴페인/주재료 엘더플라워리큐르 : 샴페인로제 = 30ml : fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 엘더플라워리큐르, 샴페인로제로 채워준다.3. 바스푼으로 잘 저어준다.4. 딸기 장식을 한다."
172,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FUPwKhGT5fHnu08vzuTqkAE5in19NnUmRxts9RTch%3Ft%3D1447392267000,네이즈러시아,알콜 도수 15도/제조법 쉐이킹/글라스 온더락/주재료 보드카 : 엘더플라워리큐르 : 앙고스트라비터 = 30ml : 15ml : 4dash/부재료 레몬주스 : 청포도주스 = 15ml : 15ml/장식 청포도,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 엘더플라워리큐르, 앙고스트라비터, 레몬주스, 청포도주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
173,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FomUUVKGcp2I1Xe4SsbrmmI82nrpG3SEKTjav4D8F%3Ft%3D1447392267000,엘에이아이스티,분류 롱드링크/알콜 도수 18도/제조법 쉐이킹/글라스 하이볼/주재료 미도리 : 보드카 : 진 : 화이트럼 : 트리플섹 = 20ml : 15ml : 15ml : 15ml : 15ml/부재료 라임주스 : 심플시럽 : 소다수 = 20ml : 20ml : fill/장식 체리,"/만드는 법/1. 얼음을 채운 쉐이커에 미도리, 보드카, 진, 화이트럼, 트리플섹, 라임주스, 심플시럽, 소다수를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
174,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FNrr0nXkdi0bEqSobLIlwijDmmKpbL9xteVDHDtV7%3Ft%3D1447392267000,커런트메트로폴리탄,분류 식후칵테일/알콜 도수 12도/제조법 쉐이킹/글라스 칵테일/주재료 블랙커런트보드카 = 60ml/부재료 라임주스 : 크렌베리주스 = 15ml : 15ml,"/만드는 법/1. 얼음을 채운 쉐이커에 블랙커런트보드카, 라임주스, 크렌베리주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
175,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FNW09dM4lQN6lKIBaOOpgsTQYwraEVjIL7hGLcdpu%3Ft%3D1447392267000,레이긴루트비어,분류 롱드링크/알콜 도수 13도/제조법 빌딩/글라스 하이볼/주재료 루트비어스냅스 : 바닐라리큐르 : 럼 = 15ml : 15ml : 30ml/부재료 콜라 = fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 루트비어스냅스, 바닐라리큐르, 럼, 콜라로 채워준다.3. 바스푼으로 잘 저어준다."
176,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FNmWHpPnjtkJSMuBu9ml4Qvvgfy2QSwv4SnEKjyxP%3Ft%3D1447392267000,포메라니안,알콜 도수 12도/제조법 빌딩/글라스 온더락/주재료 보드카 = 45ml/부재료 그레이프프루트주스 : 꿀 = 60ml : 1tbsp/장식 오렌지,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 보드카, 그레이프프루트주스, 꿀로 채워준다.3. 바스푼으로 잘 저어준다."
177,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FZlSLV0L3BdxtbFAUWlODDU3XPoQ6LUY6ckqWgxDI%3Ft%3D1447392267000,포머그래니트트러플,분류 식후칵테일/알콜 도수 12도/제조법 쉐이킹/글라스 칵테일/주재료 보드카 : 카카오화이트리큐르 = 60ml : 30ml/부재료 라이트크림 : 그레나딘시럽 = 30ml : 15ml,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 카카오화이트리큐르, 라이트크림, 그레나딘시럽을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
178,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FAeXl3hOFBREIYfjQVRiSaThpSiDIbUMb2XX1rdHF%3Ft%3D1447392267000,포머그래니트스플래시,분류 식전칵테일/알콜 도수 36도/제조법 빌딩/글라스 온더락/주재료 데킬라 : 커피리큐르 : 포머그래니트스냅스 = 45ml : 15ml : 15ml,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 테킬라, 커피리큐르, 포머그래니트스냅스로 채워준다.3. 바스푼으로 잘 저어준다."
179,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FmqQZYLe0CLfJA618kfCgtN0pnb2s2Jou2K9fWgiS%3Ft%3D1447392267000,피콕마티니,알콜 도수 14도/제조법 스터링/글라스 칵테일/주재료 보드카 : 블루큐라소 = 60ml : 30ml/장식 오렌지슬라이스,"/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 보드카, 블루큐라소를 넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
180,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FlBT9SsXfqgcsCmsTNXqbtl6QpadLdQx9dsBtSX6a%3Ft%3D1447392267000,마운틴블루티니,알콜 도수 21도/제조법 스터링/글라스 칵테일/주재료 블루라즈베리보드카 : 트리플섹 = 60ml : 30ml/장식 라임슬라이스,"/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 블루라즈베리보드카, 트리플섹을 넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
181,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FKcVtBC6uJuEevi6I3iBxjX8i516hhGIJ74EVt9SY%3Ft%3D1447392267000,압생트티니,알콜 도수 11도/제조법 스터링/글라스 칵테일/주재료 압상트 : 보드카 = 45ml : 45ml,"/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 압상트, 보드카를 넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
182,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FT1EaiDFZc1oI71a2KAnfRO2x3oxXGbgr56AqVTzA%3Ft%3D1447392267000,레몬타시아,분류 롱드링크/알콜 도수 12도/제조법 빌딩/글라스 콜린스/주재료 크랜베리스냅스 = 45ml/부재료 레몬에이드 = fill/장식 레몬슬라이스,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 크랜베리스냅스, 레몬에이드로 채워준다.3. 바스푼으로 잘 저어준다."
183,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Ff9EXUBZVbXIYsHihDn6aLOBqIEcXDD00S2ASXwiT%3Ft%3D1447392267000,레이디위스퍼,"분류 식전칵테일/알콜 도수 33도/제조법 스터링/글라스 칵테일/주재료 다크럼 : 라이위스키 : 애프리콧브랜디 : 체리리큐르 = 30ml : 30ml : 15ml : 15ml/장식 체리, 레몬","/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 다크럼, 라이위스키, 애프리콧브랜디, 체리리큐르를 넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
184,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FejDkJjlBhCoPTgJ0XyfksbvLuo5HXxvgy4rcCBfb%3Ft%3D1447392267000,라로제트,분류 식전칵테일/알콜 도수 15도/제조법 빌딩/글라스 샴페인/주재료 엘더플라워리큐르 : 로제샴페인 = 30ml : fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 엘더플라워리큐르, 로제샴페인으로 채워준다.3. 바스푼으로 잘 저어준다."
185,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FRoSXw0c1voJINT7jFLXA8MFoDX5izJajoQsNeiag%3Ft%3D1447392267000,케이오맨하탄,알콜 도수 28도/제조법 빌딩/글라스 온더락/주재료 시트러스보드카 : 스카치위스키 : 스위트베르뭇 : 앙고스트라비터 = 30ml : 10ml : 10ml : 3dash,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 시트러스보드카, 스카치위스키, 스위트베르뭇, 앙고스트라비터로 채워준다.3. 바스푼으로 잘 저어준다.4. 라임슬라이스 장식을 한다."
186,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FFTCiIpg0l4SmMxckwE0GKmcxgA1gOr1FqwAwtLkA%3Ft%3D1447392267000,키위리브레,분류 롱드링크/알콜 도수 14도/제조법 빌딩/글라스 하이볼/주재료 키위보드카 : 앙고스트라비터 = 45ml : 1dash/부재료 콜라 = fill/장식 라임슬라이스,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 키위보드카, 앙고스트라비터, 콜라로 채워준다.3. 바스푼으로 잘 저어준다."
187,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FxxSRmSYjKC1wQQvkuwFB0Zl8N3dqy3toNbAphH9Q%3Ft%3D1447392267000,킹파샬,분류 식전칵테일/알콜 도수 32도/제조법 쉐이킹/글라스 온더락/주재료 데킬라골드 : 앙고스트라비터 = 60ml : 6dash/부재료 브라운설탕 = 1tbsp/장식 오렌지필,"/만드는 법/1. 얼음을 채운 쉐이커에 테킬라골드, 앙고스트라비터, 브라운설탕을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
188,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2F4IlqElYrkRUWemIYJyXYmxRhl8ggnEHelpezN4KV%3Ft%3D1447392267000,킬러리타,알콜 도수 14도/제조법 쉐이킹/글라스 칵테일/주재료 코코넛럼 : 트리플섹 = 30ml : 30ml/부재료 파인애플주스 : 코코넛밀크 = 30ml : 15ml/장식 오렌지슬라이스,"/만드는 법/1. 얼음을 채운 쉐이커에 코코넛럼, 트리플섹, 파인애플주스, 코코넛밀크를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 오렌지필 장식을 한다."
189,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FBsl4fJIj4xCzQTuhM4vf1CddXhZRY5AwFW9Jw6oM%3Ft%3D1447392267000,킬러펀치,분류 롱드링크/알콜 도수 23도/제조법 쉐이킹/글라스 하이볼/주재료 보드카 : 미도리 : 아마레또 = 20ml : 30ml : 10ml/부재료 오렌지주스 = fill/장식 메론,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 미도리, 아마레또, 오렌지주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
190,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fciy51JnZT22Aqs9dRGmNxml9AzjHRHm2AxCllhOR%3Ft%3D1447392267000,킬러콜라,분류 롱드링크/알콜 도수 14도/제조법 빌딩/글라스 하이볼/주재료 코코넛럼 = 60ml/부재료 콜라 = fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 코코넛럼, 콜라로 채워준다.3. 바스푼으로 잘 저어준다.4. 체리, 레몬필 장식을 한다."
191,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FXQ1XLTPAjZNMkST2jPhJP4CpHqf1rBKb3JRfTQaG%3Ft%3D1447392267000,키라임파이,알콜 도수 14도/제조법 빌딩/글라스 온더락/주재료 바닐리아보드카 = 60ml/부재료 라임주스 = 30ml/장식 라임슬라이스,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 바닐리아보드카, 라임주스로 채워준다.3. 바스푼으로 잘 저어준다."
192,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FTcW17yiLH191E3x9eVMuFYaryjPC3YJLCRTDgb6y%3Ft%3D1447392267000,케텔원그랜드,알콜 도수 27도/제조법 빌딩/글라스 온더락/주재료 오렌지보드카 : 그랑마니엘 = 40ml : 10ml/부재료 레몬주스 : 진저엘 = 10ml : 5ml/장식 오렌지필,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 오렌지보드카, 그랑마니엘, 레몬주스, 진저엘로 채워준다.3. 바스푼으로 잘 저어준다."
193,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FUnNhbC80rRlP2Uzv0JDIhYdWa5DQI9uMtfpXQAZ3%3Ft%3D1447392267000,캔터키티,분류 롱드링크/알콜 도수 23도/제조법 빌딩/글라스 하이볼/주재료 버번위스키 : 피치브랜디 = 30ml : 30ml/부재료 아이스티 = fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 버번위스키, 피치브랜디, 아이스티로 채워준다.3. 바스푼으로 잘 저어준다."
